Authors,Author full names,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Correspondence Address,Editors,Publisher,ISSN,ISBN,CODEN,PubMed ID,Language of Original Document,Abbreviated Source Title,Document Type,Publication Stage,Open Access,Source,EID,DOI_clean,Stratum
Shukla P.; Patel R.; Varma S.,"Shukla, Poorva (57219146550); Patel, Ravindra (55472435700); Varma, Sunita (36160615400)",57219146550; 55472435700; 36160615400,RETRACTION:A novel of congestion control architecture using edge computing and trustworthy blockchain system,2023,Journal of Intelligent and Fuzzy Systems,44,4,,6303.0,6326.0,6,10.3233/JIFS-223073,https://www.scopus.com/pages/publications/85161210894?origin=resultslist,"Department of Computer Science and Engineering, Uit, M.P., Bhopal, India; Department of Computer Application, Uit, M.P., Bhopal, India; Department of Information Technology, Sgsits, M.P., Indore, India","Shukla P., Department of Computer Science and Engineering, Uit, M.P., Bhopal, India; Patel R., Department of Computer Application, Uit, M.P., Bhopal, India; Varma S., Department of Information Technology, Sgsits, M.P., Indore, India","Recently, Vehicular Ad-hoc Network (VANET) has been one of the emerging fields of research. Many researchers are doing their research on various challenges of VANET. Congestion or blockage has become a critical issue in intelligent transportation systems, and this problem may arise daily due to the usage of smart technology in VANET. So we need some mechanism which controlscongestion. This paper present the trustworthy, long-lasting and consistent block chain congestion control mechanism using the heterogeneity of Dullening Nural Network (DNN), Q-Learning, and Software Define Network (SDN) model for an accurate result, fixed infrastructure, together with a correct prediction of congestion when it occurs at the edge of the network and give the fast and correct decision of congestion w.r.t VANET trust, Quality of service (QOS) and other vehicles current request. The focus of our research is on distributed SDN Technology and block chain technology for the development of smart cities and linked vehicles. So we proposed an inexpensive mechanism with low latency and a low bandwidth block chain system. Based on the Simulation result, our proposed architecture gives 82% and 98% reliability and efficiency gain in a congestion environment compared to traditional approaches. This paper aims to increase throughput, Packet Delivery Ratio (PDR), energy consumption time, and less end-to-end delay and routing overhead during communication.  © 2023 - IOS Press. All rights reserved.",blockchain system; DNN; Edge computing; Q-learning; SDN,Blockchain; Computer architecture; Edge computing; Energy utilization; Intelligent systems; Learning systems; Network architecture; Quality of service; Reinforcement learning; Traffic congestion; Block-chain; Blockchain system; Control architecture; Critical issues; Dullening nural network; Edge computing; Intelligent transportation systems; Q-learning; Software define network; Vehicular Adhoc Networks (VANETs); Vehicular ad hoc networks,"P. Shukla; Department of Computer Science and Engineering, Uit, Bhopal, M.P., India; email: purvashukla@gmail.com",,IOS Press BV,10641246,,,,English,J. Intelligent Fuzzy Syst.,Retracted,Final,,Scopus,2-s2.0-85161210894,10.3233/jifs-223073,S1_JIFS
Chen H.; Jia Q.; Huang W.; Shi J.; Safwat E.,"Chen, Huakun (8502738000); Jia, Qianlei (57205541072); Huang, Wei (58103181300); Shi, Jingping (55286631200); Safwat, Ehab (57205543392)",8502738000; 57205541072; 58103181300; 55286631200; 57205543392,RETRACTION:Combination of linguistic Z-numbers and IF-THEN rules based on rectangular coordinate system,2023,Journal of Intelligent and Fuzzy Systems,45,1,,1251.0,1268.0,1,10.3233/JIFS-223025,https://www.scopus.com/pages/publications/85165341271?origin=resultslist,"School of Automation, Northwestern Polytechnical University, Xi'an, China; Shaanxi Province Key Laboratory of Flight Control and Simulation Technology, Xi'an, China; Guidance Department, Military Technical College, Cairo, Egypt","Chen H., School of Automation, Northwestern Polytechnical University, Xi'an, China, Shaanxi Province Key Laboratory of Flight Control and Simulation Technology, Xi'an, China; Jia Q., School of Automation, Northwestern Polytechnical University, Xi'an, China, Shaanxi Province Key Laboratory of Flight Control and Simulation Technology, Xi'an, China; Huang W., School of Automation, Northwestern Polytechnical University, Xi'an, China, Shaanxi Province Key Laboratory of Flight Control and Simulation Technology, Xi'an, China; Shi J., School of Automation, Northwestern Polytechnical University, Xi'an, China, Shaanxi Province Key Laboratory of Flight Control and Simulation Technology, Xi'an, China; Safwat E., Guidance Department, Military Technical College, Cairo, Egypt","There is a growing body of literature that recognises the importance of Z-numbers proposed by Prof Zadeh. However, due to the complicated structure and short presentation time, many unknowns about Z-numbers still exist. To fill these gaps, this study aims to make use of rectangular coordinate system to express linguistic Z-numbers. Simultaneously, this study sets out to design a score function to quantify the information contained in different Z-numbers. Subsequently, distance measure and similarity measure are also presented from the perspective of coordinate system. Besides, linguistic discrete Z-numbers and belief rule base (BRB) model are combined to construct a novel reasoning model on the basis of implication operators. To verify the validity of the proposed method, three representative examples of epidemic level assessment, multicriteria group decision-making (MCGDM), and network security assessment are employed. The comparison with other widely used methods are performed to further demonstrate the superiority of the proposed method. © 2023 - IOS Press. All rights reserved.",distance measure; Linguistic Z-numbers; rectangular coordinate system; score function; similarity measure,Clustering algorithms; Decision making; Network security; Base models; Belief rule base; Co-ordinate system; Complicated structures; Distance measure; Linguistic Z-number; Rectangular coordinates system; Rule based; Score function; Similarity measure; Linguistics,"Q. Jia; Shaanxi Province Key Laboratory of Flight Control and Simulation Technology, Xi'an, 710072, China; email: jiaql@mail.nwpu.edu.cn",,IOS Press BV,10641246,,,,English,J. Intelligent Fuzzy Syst.,Retracted,Final,,Scopus,2-s2.0-85165341271,10.3233/jifs-223025,S1_JIFS
Kumar R.L.; Subramanian R.; Karthik S.,"Kumar, R. Lakshmana (57658798800); Subramanian, R. (57198319898); Karthik, S. (7003799157)",57658798800; 57198319898; 7003799157,RETRACTION:A novel approach to improve network validity using various soft computing techniques,2022,Journal of Intelligent and Fuzzy Systems,43,6,,7937.0,7948.0,9,10.3233/JIFS-212450,https://www.scopus.com/pages/publications/85145651131?origin=resultslist,"Department of Computer Science and Engineering, SNS College of Technology, Tamil Nadu, Coimbatore, India; Department of Electrical and Electronics Engineering, SNS College of Technology, Tamil Nadu, Coimbatore, India","Kumar R.L., Department of Computer Science and Engineering, SNS College of Technology, Tamil Nadu, Coimbatore, India; Subramanian R., Department of Electrical and Electronics Engineering, SNS College of Technology, Tamil Nadu, Coimbatore, India; Karthik S., Department of Computer Science and Engineering, SNS College of Technology, Tamil Nadu, Coimbatore, India","Mobile Adhoc Networks (MANET) in modern research have many optimal energy conservation mechanisms that can be deployed easily and in a faster manner. The routing approaches associated with energy consumption play a dominant role in routing the data packets between the mobile sensor nodes within the range of optimization. However, major challenges associated with energy consumption in MANETs include reduced lifetime of sensor nodes, poor coverage, and throughput. Most methods tend to reduce the interference of data while traversing between the sensor nodes and increase the capacity of the network. This results in delays while transmitting the packets across the network, and this may result in failure of packets being transmitted. To resolve this issue, in this paper, we propose an ant colony optimization combined with a flower pollination algorithm for minimal energy consumption and throughput maximisation in MANETs. This hybrid meta-heuristic model resolves the issues, including delays, poor coverage, and reduced network lifetime. This hybrid model uses the estimation of neighbourhood distance among the nodes for optimal placement of nodes for effective location. The estimation of location is found using a flower pollination algorithm with a levy flight mechanism. The estimation is carried out in a hyper sphere model that helps in finding the coverage area of the sensor nodes. Depending upon the estimation of neighbourhood distance among the sensor nodes, the consumption of energy among the sensor nodes in MANETs is reduced. The simulation was conducted between the proposed hybrid approach and conventional soft computing heuristics, where the results show that the proposed model achieves a higher rate of energy conservation and reduces delay than other methods.  © 2022 - IOS Press. All rights reserved.",ant colony optimization; flow pollination; Mobile adhoc network; neighbourhood distance,Artificial intelligence; Energy conservation; Energy utilization; Heuristic methods; Mobile ad hoc networks; Mobile telecommunication systems; Sensor nodes; Soft computing; Ad-hoc networks; Energy-consumption; Flow pollination; MANET's; Mobile adhoc network; Neighborhood distance; Neighbourhood; Optimal energy; Routing approach; Softcomputing techniques; Ant colony optimization,"R.L. Kumar; Department of Computer Science and Engineering, SNS College of Technology, Coimbatore, Tamil Nadu, India; email: lakshmanakumar93@gmail.com",,IOS Press BV,10641246,,,,English,J. Intelligent Fuzzy Syst.,Retracted,Final,,Scopus,2-s2.0-85145651131,10.3233/jifs-212450,S1_JIFS
Bao S.; Yang S.; Ou H.; Song J.,"Bao, Songjian (55834698900); Yang, Shouliang (25222108000); Ou, Hanwen (57773507000); Song, Jing (56261046000)",55834698900; 25222108000; 57773507000; 56261046000,Research on Localization Parameter Estimation and Algorithm in the Digital Television Terrestrial Broadcasting,2023,Journal of Sensors,2023,,1810507,,,1,10.1155/2023/1810507,https://www.scopus.com/pages/publications/85152766622?origin=resultslist,"School of Electronic Information and Electrical Engineering, Chongqing University of Arts and Sciences, Chongqing, 402160, China; Institute of Process Engineering, Chinese Academy of Sciences, Beijing, 100190, China","Bao S., School of Electronic Information and Electrical Engineering, Chongqing University of Arts and Sciences, Chongqing, 402160, China; Yang S., School of Electronic Information and Electrical Engineering, Chongqing University of Arts and Sciences, Chongqing, 402160, China; Ou H., School of Electronic Information and Electrical Engineering, Chongqing University of Arts and Sciences, Chongqing, 402160, China; Song J., Institute of Process Engineering, Chinese Academy of Sciences, Beijing, 100190, China","This paper mainly studies the positioning based on time of arrival and time difference of arrival. The quantity to be obtained is mainly time. Time of arrival measurement value can be obtained directly through symbolic timing synchronization, and its effective information can be obtained at the same time. Symbolic timing synchronization in digital video broadcast-terrestrial system can be divided into two stages: rough estimation and fine estimation. Rough estimation is based on the maximum likelihood estimation algorithm. The main purpose of rough estimation is to estimate the starting position of orthogonal frequency division multiplexing symbols, so that the starting position falls within the cyclic prefix of orthogonal frequency division multiplexing symbols. The purpose of fine estimation is to determine exactly the starting position of the orthogonal frequency division multiplexing symbol. In this paper, the symbolic timing synchronization algorithm of digital video broadcast-terrestrial system is studied and analyzed, and simulation is carried out for different channel models. Simulation results show that the synchronization algorithm achieves the best performance in additive white Gaussian noise channel and has good estimation performance in slow fading Rayleigh channel.  © 2023 Songjian Bao et al.",,Computer graphics; Digital video broadcasting (DVB); Gaussian noise (electronic); Maximum likelihood estimation; Multimedia systems; Orthogonal frequency division multiplexing; Synchronization; Television broadcasting; Time of arrival; White noise; Digital television terrestrial broadcasting; Digital video broad cast terrestrials; Localization parameters; Orthogonal frequency-division multiplexing; Parameter algorithms; Parameters estimation; Rough estimation; Terrestrial systems; Times of arrivals; Timing synchronization; Frequency estimation,"S. Bao; School of Electronic Information and Electrical Engineering, Chongqing University of Arts and Sciences, Chongqing, 402160, China; email: baosj@cqwu.edu.cn",,Hindawi Limited,1687725X,,,,English,J. Sensors,Retracted,Final,All Open Access; Hybrid Gold Open Access,Scopus,2-s2.0-85152766622,10.1155/2023/1810507,S2_Hindawi
Abdulrahim B.K.; Sulaiman N.A.; Sadiq G.W.,"Abdulrahim, Basiya K. (56015572400); Sulaiman, Nejmaddin A. (56134752200); Sadiq, Gulnar W. (36088061500)",56015572400; 56134752200; 36088061500,RETRACTED:Centroid for Solving Bi-Level Linear Fractional Programming Problems with Fuzzy Interval Coefficients by Utilizing MO-Technique,2023,Journal of Intelligent and Fuzzy Systems,44,3,,4963.0,4973.0,0,10.3233/JIFS-222519,https://www.scopus.com/pages/publications/85161964422?origin=resultslist,"Department of Mathematics, College of Science, University of Sulaimani, Kurdistan Region, Sulaimani, Iraq; Department of Mathematics, College of Education, University of Garmian, Kurdistan Region, Kalar, Iraq; Department of Mathematics, College of Education, University of Salahaddin, Kurdistan Region, Hawler, Iraq; Department of Mathematics, College of Basic Education, University of Sulaimani, Kurdistan Region, Sulaimani, Iraq","Abdulrahim B.K., Department of Mathematics, College of Science, University of Sulaimani, Kurdistan Region, Sulaimani, Iraq, Department of Mathematics, College of Education, University of Garmian, Kurdistan Region, Kalar, Iraq; Sulaiman N.A., Department of Mathematics, College of Education, University of Salahaddin, Kurdistan Region, Hawler, Iraq; Sadiq G.W., Department of Mathematics, College of Basic Education, University of Sulaimani, Kurdistan Region, Sulaimani, Iraq","This paper presents an efficient and straightforward methodology with less computational complexities to title the bi-level objective linear fractional programming problem with fuzzy interval coefficients (BILOLFPP with FIC). To construct the methodology, the concept of mean technique is utilized to tackle the fuzzy numbers in addition to adding to α = [mean (ai) , mean (bi)] , i = 1,..., n, then. Accordingly, the fuzzy programming issue is converted into a single objective linear fractional programming problem (SOLFPP with FIC) by the utilize of weight function. The fuzzy technique has significant structural transform metamorphosis during the recent decades. Numerous to mention introduced have been undertaken to explanation fuzzy methodology for linear, non-linear programming issues. While, the previous finding that introduced have been conflicting, recent studies of competitive situations indicate that LFPP with fuzzy interval coefficients (LFPP with FIC) has an advantageous effect mostly on comparison situation. One of the suggestions which we found is interval approximations, closed interval approximation of sequential fuzzy number for resolving fuzzy number LFPP without changing it to a crisp issue. A new variant of modified simplex methodology is studied here just for resolving fuzzy number LFPP utilizing fuzzy arithmetic. Consequently, fuzzy representation of some important theories of fuzzy LFPP has been reproved. A fuzzy LFPP with FIC is worked out as numerical examples illustrate to the suggested methodology. On iterative processes, it decreases the overall processing time to explain, the modified simplex methodology for solving BILLFPP with FIC with out to crisp by taking numerical examples and compare with Nasseri, Verdegay and Mahmoudi methodology changing it to a crisp issue [9].  © 2022 -IOS Press. All rights reserved.",closed interval approximation; FFBILLFPP with fuzzy interval coefficients; FFLFPP; FFLFPP with fuzzy interval coefficients; Fuzzy number; modified simplex methodology,Computation theory; Fuzzy rules; Iterative methods; Linear programming; Closed interval approximation; FFBILLFPP with fuzzy interval coefficient; FFLFPP; FFLFPP with fuzzy interval coefficient; Fuzzy interval; Fuzzy numbers; Interval approximation; Interval coefficients; Modified simplex methodology; Nonlinear programming,"B.K. Abdulrahim; Department of Mathematics, College of Science, University of Sulaimani, Sulaimani, Kurdistan Region, Iraq; email: basiya.abdulrahim@univsul.edu.iq",,IOS Press BV,10641246,,,,English,J. Intelligent Fuzzy Syst.,Retracted,Final,,Scopus,2-s2.0-85161964422,10.3233/jifs-222519,S1_JIFS
Liu P.; Wang H.; Wei G.,"Liu, Pingqing (58498020800); Wang, Hongjun (55879644600); Wei, Guiwu (24832271100)",58498020800; 55879644600; 24832271100,RETRACTION:EDAS method for multi-attribute decision-making with generalized hesitant fuzzy numbers and its application to energy projects selection,2023,Journal of Intelligent and Fuzzy Systems,45,2,,2763.0,2779.0,7,10.3233/JIFS-230105,https://www.scopus.com/pages/publications/85167616034?origin=resultslist,"School of Mathematics and Statistics, Liupanshui Normal University, Liupanshui, China; School of Economics and Management, Chongqing University of Arts and Sciences, Chongqing, China; School of Business, Sichuan Normal University, Chengdu, China","Liu P., School of Mathematics and Statistics, Liupanshui Normal University, Liupanshui, China; Wang H., School of Economics and Management, Chongqing University of Arts and Sciences, Chongqing, China; Wei G., School of Business, Sichuan Normal University, Chengdu, China","Generalized hesitant fuzzy numbers (GHFNs) can reflect the real situation of the event, in which we may encounter limited known values and known values of the set of the degree of doubt, as a quantitative approximation of uncertainty or quantification of linguistic expressions. The score function and weighting method of GHFNs are of great significance in multi-attribute decision-making (MADM) problems. In different ambiguous environments, many scholars have proposed score functions and entropy measures for different fuzzy sets. Firstly, the existed score function of GHFNs was analyzed in detail and a new score function of GHFNs was established by combining previous references. Secondly, a combined weighting method is built based on the minimum identification information principle by fusing GHF entropy and Method based on the Removal Effects of Criteria (MEREC). Thirdly, a novel GHF MADM method (GHF-EDAS) is built by extending evaluation based on distance from average solution (EDAS) method to the GHF environment to solve the issue that the decision attribute information is GHFNs. Finally, the validity and usefulness of the technique are verified by applying the GHF-EDAS technique to energy projects selection and comparing with the existing GHF-MADM method, the practicability and effectiveness of the model are verified, which offer a new way to solve the MADM problem of GHFNs.  © 2023 - IOS Press. All rights reserved.",EDAS method; energy project selection; generalized hesitant fuzzy numbers (GHFNs); MEREC method; Multi-attribute decision-making (MADM),Decision making; Fuzzy rules; EDAS method; Energy programs; Energy project selection; Generalized hesitant fuzzy number; Hesitant fuzzy numbers; Method based on the removal effect of criteria method; Multi attribute decision making; Multi-attribute decision-making; Project selection; Removal effects; Entropy,"P. Liu; School of Mathematics and Statistics, Liupanshui Normal University, Liupanshui, 553004, China; email: liupingqing158@163.com",,IOS Press BV,10641246,,,,English,J. Intelligent Fuzzy Syst.,Retracted,Final,,Scopus,2-s2.0-85167616034,10.3233/jifs-230105,S1_JIFS
Song Z.; Wang G.; Yu Y.; Chen T.,"Song, Zhiming (55888257500); Wang, Guiwen (58018918500); Yu, Yimin (57217009964); Chen, Taowei (56143930000)",55888257500; 58018918500; 57217009964; 56143930000,RETRACTED: Digital Identity Verification and Management System of Blockchain-Based Verifiable Certificate with the Privacy Protection of Identity and Behavior,2022,Security and Communication Networks,2022,,6800938,,,12,10.1155/2022/6800938,https://www.scopus.com/pages/publications/85144122900?origin=resultslist,"School of Information, Yunnan University of Finance and Economics, Kunming, China; Institute of Intelligent Application, Yunnan University of Finance and Economics, Kunming, China; Yunnan Key Laboratory of Smart City and Cyberspace Security, Yuxi Normal University, Yuxi, China; Yunnan Key Laboratory of Blockchain Application Technology, Kunming, China","Song Z., School of Information, Yunnan University of Finance and Economics, Kunming, China, Institute of Intelligent Application, Yunnan University of Finance and Economics, Kunming, China, Yunnan Key Laboratory of Smart City and Cyberspace Security, Yuxi Normal University, Yuxi, China; Wang G., School of Information, Yunnan University of Finance and Economics, Kunming, China; Yu Y., School of Information, Yunnan University of Finance and Economics, Kunming, China, Institute of Intelligent Application, Yunnan University of Finance and Economics, Kunming, China; Chen T., School of Information, Yunnan University of Finance and Economics, Kunming, China, Yunnan Key Laboratory of Blockchain Application Technology, Kunming, China","Due to the advantages in self-sovereignty identity management and scalability of blockchain, digital identity verification and management systems (DIVMS) of blockchain-based verifiable certificates (VC) are getting more and more attention. However, user privacy in the systems' traditional architectures cannot be guaranteed. In this paper, the zero-knowledge succinct noninteractive arguments of knowledge (zkSNARKs) referred to as Groth16 are introduced in order to implement privacy protection of the user's identity and behavior of DIVMS of blockchain-based VC. In the proposed architecture, the malleability attack of Groth16 is considered, and verifications of zero-knowledge proof (ZKP) and the digital signature of an identity provider (IDP) attached to VC and the status management of VC are implemented on the smart contracts of the blockchain to overcome single point failure. Furthermore, a prototype system is designed to verify the proposed architecture's capability in privacy protection and to evaluate its performances in cost and throughput. Finally, the security of the proposed architecture is discussed, and its comparisons are conducted with those existing blockchain-based DIVMSs, especially those systems using Groth16 of zkSNARKs to improve the privacy of user. All results mentioned above have shown that the proposed system is efficient and safe, and it can improve the privacy of DIVMS of the blockchain based VC while avoiding single point failure.  © 2022 Zhiming Song et al.",,Architecture; Behavioral research; Electronic document identification systems; Block-chain; Digital identity; Identity management; Identity verification; Management systems; Privacy protection; Proposed architectures; Single point failure; Verification systems; Zero knowledge; Blockchain,"Z. Song; School of Information, Yunnan University of Finance and Economics, Kunming, China; email: zz2145@ynufe.edu.cn",,John Wiley and Sons Ltd,19390114,,,,English,Secur. Commun. Networks,Retracted,Final,All Open Access; Hybrid Gold Open Access,Scopus,2-s2.0-85144122900,10.1155/2022/6800938,S2_Hindawi
Suganthi M.; Arun Prakash R.,"Suganthi, M. (58446008000); Arun Prakash, R. (57528775200)",58446008000; 57528775200,RETRACTION:An offline English optical character recognition and NER using LSTM and adaptive neuro-fuzzy inference system,2023,Journal of Intelligent and Fuzzy Systems,44,3,,3877.0,3890.0,8,10.3233/JIFS-221486,https://www.scopus.com/pages/publications/85162008314?origin=resultslist,"Roever Engineering College, Tamilnadu, Perambalur, India; University College of Engineering, Tamilnadu, Ariyalur, India","Suganthi M., Roever Engineering College, Tamilnadu, Perambalur, India; Arun Prakash R., University College of Engineering, Tamilnadu, Ariyalur, India","Everything becomes smart in the modern era, for everything we need a better plan or arrangements. In the olden days, essential information was noted as a document with the help of paper and pen or printed texts. But the intelligent world needs a paperless environment by converting handwritten or printed text documents into software copies. This can be achieved by the electronic data conversion concept called Optical Character Recognition (OCR). OCR of some documents is complex because of different writing styles and quality of scanned image issues, which can be solved by adopting a deep learning technique for better accuracy. We employed Long Short Term Memory (LSTM) for English Optical Character Recognition for paperless and effortless data storage and fast access in this work. Still, the records may contain the entities like names, contact details, drug details, diseases, educational qualifications, dates, etc. These entities cannot be separated by employing OCR alone; we need an entity recognition framework for deeper and faster data analysis. For efficient Named Entity Recognition, we utilize the Adaptive Fuzzy Inference System (ANFIS) powered by the algorithms CRF and BERT to automatically label each entity by training the vast amount of unlabeled text data. The ANFIS model is equipped with both linguistic and numerical knowledge. It is more accurate than the ANN when it comes to identifying patterns and classification data. Also, it is more transparent to the user. Our proposed framework aims to improve the performance of the character recognition system by using a feed-forward network. One of the main issues that have been identified in the development of this system is noise. Through this network, we can provide a single input and one output layer. The main components of the system are the training and recognition sections. These two sections are mainly focused on image acquisition and feature extraction. Besides these, they also include training and simulation of the classifier. The first step in the process of image recognition is to extract the features from the normalized image matrix. We then train the network using a proposed training algorithm. Experimentation on medical records attains a higher accuracy value of 0.9637, recall value of 0.9627, and f1 score of 0.9627, respectively.  © 2023 - IOS Press. All rights reserved.",accuracy; faster data analysis; Named Entity Recognition; Optical Character Recognition; Paperless environment,Classification (of information); Data handling; Digital storage; Fuzzy inference; Fuzzy neural networks; Fuzzy systems; Image recognition; Long short-term memory; Accuracy; Adaptive neuro-fuzzy inference; Fast data analyse; Handwritten texts; Named entity recognition; Neuro-fuzzy inference systems; Offline; Paperless; Paperless environment; Printed texts; Optical character recognition,"M. Suganthi; Roever Engineering College, Perambalur, Tamilnadu, India; email: sugan.m.80@gmail.com",,IOS Press BV,10641246,,,,English,J. Intelligent Fuzzy Syst.,Retracted,Final,,Scopus,2-s2.0-85162008314,10.3233/jifs-221486,S1_JIFS
Yang B.; Deng Y.,"Yang, Biqin (58498023200); Deng, Yu (58165106600)",58498023200; 58165106600,RETRACTION:An integrated CoCoSo-CRITIC-based decision-making framework for sustainable competitiveness evaluation of regional financial centers with interval-valued intuitionistic fuzzy information,2023,Journal of Intelligent and Fuzzy Systems,45,1,,537.0,547.0,5,10.3233/JIFS-222607,https://www.scopus.com/pages/publications/85165313581?origin=resultslist,"School of Business, Minnan Normal University, Zhangzhou, China; School of Finance and Accounting, Henan University of Animal Husbandry and Economy, Zhengzhou, Henan, China","Yang B., School of Business, Minnan Normal University, Zhangzhou, China; Deng Y., School of Finance and Accounting, Henan University of Animal Husbandry and Economy, Zhengzhou, Henan, China","Due to the increasingly strengthened role of finance in modern economic development, theoretical research on regional financial competitiveness in the study of regional economic competitiveness becomes very important. For China at this stage, finance is in a period of rapid development, and its role has penetrated into all aspects of social and economic life. Especially after China's entry into the WTO, the pace of opening up the financial market has been further accelerated, and comprehensive evaluation and analysis of financial competitiveness is of great significance for comprehensively understanding and accurately grasping China's national conditions, national strength, and international competitiveness, promoting the long-term growth of China's financial competitiveness, and the sustainable development of the financial industry. The competitiveness evaluation of regional financial centers is looked as the multiple attribute decision-making (MADM) problem. This paper intends to propose a MADM methodology based on CoCoSo (Combined Compromise Solution) method under interval-valued intuitionistic fuzzy sets (IVIFSs) for sustainable competitiveness evaluation of regional financial centers. At the end of this study, we noticed to a comparison between the proposed IVIF-CoCoSo approach with other existing methods to verify the effectiveness of the algorithm. © 2023 - IOS Press. All rights reserved.",competitiveness evaluation; CRITIC method; interval-valued intuitionistic fuzzy sets (IVIFSs); IVIF-CoCoSo method; Multi-attribute decision making (MADM),Competition; Decision making; Fuzzy sets; International trade; Regional planning; Competitiveness evaluations; CRITIC method; Decision-making frameworks; Financial competitiveness; Interval-valued intuitionistic fuzzy set; Interval-valued intuitionistic fuzzy sets; IVIF-combined compromize solution method; Multi attribute decision making; Multi-attribute decision making; Solution methods; Finance,"Y. Deng; School of Finance and Accounting, Henan University of Animal Husbandry and Economy, Henan, Zhengzhou, 450044, China; email: 81711@hnuahe.edu.cn",,IOS Press BV,10641246,,,,English,J. Intelligent Fuzzy Syst.,Retracted,Final,,Scopus,2-s2.0-85165313581,10.3233/jifs-222607,S1_JIFS
Lei Y.,"Lei, Yingzi (58531750700)",58531750700,RETRACTION:A decision support method for designing the blended teaching effectiveness evaluation of English courses in universities based on interval-valued neutrosophic information,2023,Journal of Intelligent and Fuzzy Systems,45,2,,3267.0,3277.0,5,10.3233/JIFS-224475,https://www.scopus.com/pages/publications/85167583541?origin=resultslist,"Pingxiang University, Jiangxi, Pingxiang, China","Lei Y., Pingxiang University, Jiangxi, Pingxiang, China","The goal of internationalization, the actual needs of the new generation of college students, and the innovation of information technology have led to a shift from teaching English for general purposes (EGP) to teaching English courses. The blended teaching effectiveness evaluation of English courses in universities in an output-oriented perspective is viewed as the multiple attribute decision making (MADM). In this paper, Taxonomy method is designed for MADM under interval neutrosophic sets (INSs). Then, the interval neutrosophic numbers Taxonomy (INN-Taxonomy) method is formed to cope with MADM problem. Finally, a numerical decision example for blended teaching effectiveness evaluation of English courses in universities in an output-oriented perspective is given to demonstrate the INN-Taxonomy method.  © 2023 - IOS Press. All rights reserved.",blended teaching effectiveness evaluation; interval neutrosophic sets (INSs); MADM; taxonomy method,Decision making; Decision support systems; Numerical methods; Students; Teaching; Blended teaching effectiveness evaluation; Decision supports; Effectiveness evaluation; Interval neutrosophic set; Interval neutrosophic sets; Interval-valued; Multiple attribute decision making; Support method; Taxonomy method; Teaching effectiveness; Taxonomies,"Y. Lei; Pingxiang University, Pingxiang, Jiangxi, China; email: leiyingzi0707@126.com",,IOS Press BV,10641246,,,,English,J. Intelligent Fuzzy Syst.,Retracted,Final,,Scopus,2-s2.0-85167583541,10.3233/jifs-224475,S1_JIFS
